DATE_KEY,DAY_OF_WEEK,CALENDAR_MONTH,CALENDAR_QUARTER,CALENDAR_YEAR,FISCAL_WEEK,FISCAL_MONTH,FISCAL_MONTH_NAME,FISCAL_QUARTER,FISCAL_YEAR
2018-04-10 00:00:00,TUESDAY  ,201804,20182,2018,201815,201804,Apr 2018,20182,2018
2018-04-12 00:00:00,THURSDAY ,201804,20182,2018,201815,201804,Apr 2018,20182,2018
2018-04-15 00:00:00,SUNDAY   ,201804,20182,2018,201816,201804,Apr 2018,20182,2018
2018-04-16 00:00:00,MONDAY   ,201804,20182,2018,201816,201804,Apr 2018,20182,2018
2018-04-17 00:00:00,TUESDAY  ,201804,20182,2018,201816,201804,Apr 2018,20182,2018
2018-04-18 00:00:00,WEDNESDAY,201804,20182,2018,201816,201804,Apr 2018,20182,2018
2018-04-19 00:00:00,THURSDAY ,201804,20182,2018,201816,201804,Apr 2018,20182,2018
2018-04-20 00:00:00,FRIDAY   ,201804,20182,2018,201816,201804,Apr 2018,20182,2018
2018-04-24 00:00:00,TUESDAY  ,201804,20182,2018,201817,201804,Apr 2018,20182,2018
2018-04-25 00:00:00,WEDNESDAY,201804,20182,2018,201817,201804,Apr 2018,20182,2018
2018-04-26 00:00:00,THURSDAY ,201804,20182,2018,201817,201804,Apr 2018,20182,2018
2018-04-28 00:00:00,SATURDAY ,201804,20182,2018,201817,201804,Apr 2018,20182,2018
2018-05-03 00:00:00,THURSDAY ,201805,20182,2018,201818,201804,Apr 2018,20182,2018
2018-05-04 00:00:00,FRIDAY   ,201805,20182,2018,201818,201804,Apr 2018,20182,2018
2018-05-05 00:00:00,SATURDAY ,201805,20182,2018,201818,201804,Apr 2018,20182,2018
2018-05-06 00:00:00,SUNDAY   ,201805,20182,2018,201819,201805,May 2018,20182,2018
2018-05-07 00:00:00,MONDAY   ,201805,20182,2018,201819,201805,May 2018,20182,2018
2018-05-08 00:00:00,TUESDAY  ,201805,20182,2018,201819,201805,May 2018,20182,2018
2018-05-11 00:00:00,FRIDAY   ,201805,20182,2018,201819,201805,May 2018,20182,2018
2018-05-12 00:00:00,SATURDAY ,201805,20182,2018,201819,201805,May 2018,20182,2018
2018-05-14 00:00:00,MONDAY   ,201805,20182,2018,201820,201805,May 2018,20182,2018
2018-05-15 00:00:00,TUESDAY  ,201805,20182,2018,201820,201805,May 2018,20182,2018
2018-05-16 00:00:00,WEDNESDAY,201805,20182,2018,201820,201805,May 2018,20182,2018
2018-05-18 00:00:00,FRIDAY   ,201805,20182,2018,201820,201805,May 2018,20182,2018
2018-05-19 00:00:00,SATURDAY ,201805,20182,2018,201820,201805,May 2018,20182,2018
2018-05-20 00:00:00,SUNDAY   ,201805,20182,2018,201821,201805,May 2018,20182,2018
2018-05-22 00:00:00,TUESDAY  ,201805,20182,2018,201821,201805,May 2018,20182,2018
2018-05-27 00:00:00,SUNDAY   ,201805,20182,2018,201822,201805,May 2018,20182,2018
2018-05-29 00:00:00,TUESDAY  ,201805,20182,2018,201822,201805,May 2018,20182,2018
2018-05-30 00:00:00,WEDNESDAY,201805,20182,2018,201822,201805,May 2018,20182,2018
2018-05-31 00:00:00,THURSDAY ,201805,20182,2018,201822,201805,May 2018,20182,2018
2018-06-01 00:00:00,FRIDAY   ,201806,20182,2018,201822,201805,May 2018,20182,2018
2018-06-05 00:00:00,TUESDAY  ,201806,20182,2018,201823,201806,Jun 2018,20182,2018
2018-06-06 00:00:00,WEDNESDAY,201806,20182,2018,201823,201806,Jun 2018,20182,2018
2018-06-07 00:00:00,THURSDAY ,201806,20182,2018,201823,201806,Jun 2018,20182,2018
2018-06-08 00:00:00,FRIDAY   ,201806,20182,2018,201823,201806,Jun 2018,20182,2018
2018-06-09 00:00:00,SATURDAY ,201806,20182,2018,201823,201806,Jun 2018,20182,2018
2018-06-11 00:00:00,MONDAY   ,201806,20182,2018,201824,201806,Jun 2018,20182,2018
2018-06-12 00:00:00,TUESDAY  ,201806,20182,2018,201824,201806,Jun 2018,20182,2018
2018-06-13 00:00:00,WEDNESDAY,201806,20182,2018,201824,201806,Jun 2018,20182,2018
2018-06-14 00:00:00,THURSDAY ,201806,20182,2018,201824,201806,Jun 2018,20182,2018
2018-06-16 00:00:00,SATURDAY ,201806,20182,2018,201824,201806,Jun 2018,20182,2018
2018-06-18 00:00:00,MONDAY   ,201806,20182,2018,201825,201806,Jun 2018,20182,2018
2018-06-21 00:00:00,THURSDAY ,201806,20182,2018,201825,201806,Jun 2018,20182,2018
2018-06-22 00:00:00,FRIDAY   ,201806,20182,2018,201825,201806,Jun 2018,20182,2018
2018-06-23 00:00:00,SATURDAY ,201806,20182,2018,201825,201806,Jun 2018,20182,2018
2018-06-24 00:00:00,SUNDAY   ,201806,20182,2018,201826,201806,Jun 2018,20182,2018
2018-06-28 00:00:00,THURSDAY ,201806,20182,2018,201826,201806,Jun 2018,20182,2018
2018-07-01 00:00:00,SUNDAY   ,201807,20183,2018,201827,201806,Jun 2018,20182,2018
2018-07-02 00:00:00,MONDAY   ,201807,20183,2018,201827,201806,Jun 2018,20182,2018
2018-07-03 00:00:00,TUESDAY  ,201807,20183,2018,201827,201806,Jun 2018,20182,2018
2018-07-04 00:00:00,WEDNESDAY,201807,20183,2018,201827,201806,Jun 2018,20182,2018
2018-07-08 00:00:00,SUNDAY   ,201807,20183,2018,201828,201807,Jul 2018,20183,2018
2018-07-09 00:00:00,MONDAY   ,201807,20183,2018,201828,201807,Jul 2018,20183,2018
2018-07-10 00:00:00,TUESDAY  ,201807,20183,2018,201828,201807,Jul 2018,20183,2018
2018-07-12 00:00:00,THURSDAY ,201807,20183,2018,201828,201807,Jul 2018,20183,2018
2018-07-13 00:00:00,FRIDAY   ,201807,20183,2018,201828,201807,Jul 2018,20183,2018
2018-07-15 00:00:00,SUNDAY   ,201807,20183,2018,201829,201807,Jul 2018,20183,2018
2018-07-16 00:00:00,MONDAY   ,201807,20183,2018,201829,201807,Jul 2018,20183,2018
2018-07-17 00:00:00,TUESDAY  ,201807,20183,2018,201829,201807,Jul 2018,20183,2018
2018-07-18 00:00:00,WEDNESDAY,201807,20183,2018,201829,201807,Jul 2018,20183,2018
2018-07-19 00:00:00,THURSDAY ,201807,20183,2018,201829,201807,Jul 2018,20183,2018
2018-07-21 00:00:00,SATURDAY ,201807,20183,2018,201829,201807,Jul 2018,20183,2018
2018-07-23 00:00:00,MONDAY   ,201807,20183,2018,201830,201807,Jul 2018,20183,2018
2018-07-24 00:00:00,TUESDAY  ,201807,20183,2018,201830,201807,Jul 2018,20183,2018
2018-07-25 00:00:00,WEDNESDAY,201807,20183,2018,201830,201807,Jul 2018,20183,2018
2018-07-27 00:00:00,FRIDAY   ,201807,20183,2018,201830,201807,Jul 2018,20183,2018
2018-07-30 00:00:00,MONDAY   ,201807,20183,2018,201831,201807,Jul 2018,20183,2018
2018-07-31 00:00:00,TUESDAY  ,201807,20183,2018,201831,201807,Jul 2018,20183,2018
2018-08-01 00:00:00,WEDNESDAY,201808,20183,2018,201831,201807,Jul 2018,20183,2018
2018-08-04 00:00:00,SATURDAY ,201808,20183,2018,201831,201807,Jul 2018,20183,2018
2018-08-06 00:00:00,MONDAY   ,201808,20183,2018,201832,201808,Aug 2018,20183,2018
2018-08-09 00:00:00,THURSDAY ,201808,20183,2018,201832,201808,Aug 2018,20183,2018
2018-08-10 00:00:00,FRIDAY   ,201808,20183,2018,201832,201808,Aug 2018,20183,2018
2018-08-11 00:00:00,SATURDAY ,201808,20183,2018,201832,201808,Aug 2018,20183,2018
2018-08-12 00:00:00,SUNDAY   ,201808,20183,2018,201833,201808,Aug 2018,20183,2018
2018-08-13 00:00:00,MONDAY   ,201808,20183,2018,201833,201808,Aug 2018,20183,2018
2018-08-15 00:00:00,WEDNESDAY,201808,20183,2018,201833,201808,Aug 2018,20183,2018
2018-08-17 00:00:00,FRIDAY   ,201808,20183,2018,201833,201808,Aug 2018,20183,2018
2018-08-19 00:00:00,SUNDAY   ,201808,20183,2018,201834,201808,Aug 2018,20183,2018
2018-08-20 00:00:00,MONDAY   ,201808,20183,2018,201834,201808,Aug 2018,20183,2018
2018-08-21 00:00:00,TUESDAY  ,201808,20183,2018,201834,201808,Aug 2018,20183,2018
2018-08-23 00:00:00,THURSDAY ,201808,20183,2018,201834,201808,Aug 2018,20183,2018
2018-08-24 00:00:00,FRIDAY   ,201808,20183,2018,201834,201808,Aug 2018,20183,2018
2018-08-25 00:00:00,SATURDAY ,201808,20183,2018,201834,201808,Aug 2018,20183,2018
2018-08-29 00:00:00,WEDNESDAY,201808,20183,2018,201835,201808,Aug 2018,20183,2018
2018-09-01 00:00:00,SATURDAY ,201809,20183,2018,201835,201808,Aug 2018,20183,2018
2018-09-02 00:00:00,SUNDAY   ,201809,20183,2018,201836,201809,Sep 2018,20183,2018
2018-09-05 00:00:00,WEDNESDAY,201809,20183,2018,201836,201809,Sep 2018,20183,2018
2018-09-06 00:00:00,THURSDAY ,201809,20183,2018,201836,201809,Sep 2018,20183,2018
2018-09-07 00:00:00,FRIDAY   ,201809,20183,2018,201836,201809,Sep 2018,20183,2018
2018-09-10 00:00:00,MONDAY   ,201809,20183,2018,201837,201809,Sep 2018,20183,2018
2018-09-11 00:00:00,TUESDAY  ,201809,20183,2018,201837,201809,Sep 2018,20183,2018
2018-09-13 00:00:00,THURSDAY ,201809,20183,2018,201837,201809,Sep 2018,20183,2018
2018-09-14 00:00:00,FRIDAY   ,201809,20183,2018,201837,201809,Sep 2018,20183,2018
2018-09-15 00:00:00,SATURDAY ,201809,20183,2018,201837,201809,Sep 2018,20183,2018
2018-09-17 00:00:00,MONDAY   ,201809,20183,2018,201838,201809,Sep 2018,20183,2018
2018-09-18 00:00:00,TUESDAY  ,201809,20183,2018,201838,201809,Sep 2018,20183,2018
2018-09-19 00:00:00,WEDNESDAY,201809,20183,2018,201838,201809,Sep 2018,20183,2018
2018-09-20 00:00:00,THURSDAY ,201809,20183,2018,201838,201809,Sep 2018,20183,2018
2018-09-21 00:00:00,FRIDAY   ,201809,20183,2018,201838,201809,Sep 2018,20183,2018
2018-09-26 00:00:00,WEDNESDAY,201809,20183,2018,201839,201809,Sep 2018,20183,2018
2018-09-27 00:00:00,THURSDAY ,201809,20183,2018,201839,201809,Sep 2018,20183,2018
2018-09-28 00:00:00,FRIDAY   ,201809,20183,2018,201839,201809,Sep 2018,20183,2018
2018-09-29 00:00:00,SATURDAY ,201809,20183,2018,201839,201809,Sep 2018,20183,2018
2018-09-30 00:00:00,SUNDAY   ,201809,20183,2018,201840,201809,Sep 2018,20183,2018
2018-10-05 00:00:00,FRIDAY   ,201810,20184,2018,201840,201809,Sep 2018,20183,2018
2018-10-06 00:00:00,SATURDAY ,201810,20184,2018,201840,201809,Sep 2018,20183,2018
2018-10-07 00:00:00,SUNDAY   ,201810,20184,2018,201841,201810,Oct 2018,20184,2018
2018-10-09 00:00:00,TUESDAY  ,201810,20184,2018,201841,201810,Oct 2018,20184,2018
2018-10-12 00:00:00,FRIDAY   ,201810,20184,2018,201841,201810,Oct 2018,20184,2018
2018-10-15 00:00:00,MONDAY   ,201810,20184,2018,201842,201810,Oct 2018,20184,2018
2018-10-16 00:00:00,TUESDAY  ,201810,20184,2018,201842,201810,Oct 2018,20184,2018
2018-10-17 00:00:00,WEDNESDAY,201810,20184,2018,201842,201810,Oct 2018,20184,2018
2018-10-18 00:00:00,THURSDAY ,201810,20184,2018,201842,201810,Oct 2018,20184,2018
2018-10-20 00:00:00,SATURDAY ,201810,20184,2018,201842,201810,Oct 2018,20184,2018
2018-10-21 00:00:00,SUNDAY   ,201810,20184,2018,201843,201810,Oct 2018,20184,2018
2018-10-22 00:00:00,MONDAY   ,201810,20184,2018,201843,201810,Oct 2018,20184,2018
2018-10-23 00:00:00,TUESDAY  ,201810,20184,2018,201843,201810,Oct 2018,20184,2018
2018-10-24 00:00:00,WEDNESDAY,201810,20184,2018,201843,201810,Oct 2018,20184,2018
2018-10-27 00:00:00,SATURDAY ,201810,20184,2018,201843,201810,Oct 2018,20184,2018
2018-11-01 00:00:00,THURSDAY ,201811,20184,2018,201844,201810,Oct 2018,20184,2018
2018-11-02 00:00:00,FRIDAY   ,201811,20184,2018,201844,201810,Oct 2018,20184,2018
2018-11-04 00:00:00,SUNDAY   ,201811,20184,2018,201845,201811,Nov 2018,20184,2018
2018-11-07 00:00:00,WEDNESDAY,201811,20184,2018,201845,201811,Nov 2018,20184,2018
2018-11-08 00:00:00,THURSDAY ,201811,20184,2018,201845,201811,Nov 2018,20184,2018
2018-11-09 00:00:00,FRIDAY   ,201811,20184,2018,201845,201811,Nov 2018,20184,2018
2018-11-10 00:00:00,SATURDAY ,201811,20184,2018,201845,201811,Nov 2018,20184,2018
2018-11-11 00:00:00,SUNDAY   ,201811,20184,2018,201846,201811,Nov 2018,20184,2018
2018-11-12 00:00:00,MONDAY   ,201811,20184,2018,201846,201811,Nov 2018,20184,2018
2018-11-14 00:00:00,WEDNESDAY,201811,20184,2018,201846,201811,Nov 2018,20184,2018
2018-11-15 00:00:00,THURSDAY ,201811,20184,2018,201846,201811,Nov 2018,20184,2018
2018-11-16 00:00:00,FRIDAY   ,201811,20184,2018,201846,201811,Nov 2018,20184,2018
2018-11-18 00:00:00,SUNDAY   ,201811,20184,2018,201847,201811,Nov 2018,20184,2018
2018-11-19 00:00:00,MONDAY   ,201811,20184,2018,201847,201811,Nov 2018,20184,2018
2018-11-21 00:00:00,WEDNESDAY,201811,20184,2018,201847,201811,Nov 2018,20184,2018
2018-11-23 00:00:00,FRIDAY   ,201811,20184,2018,201847,201811,Nov 2018,20184,2018
2018-11-24 00:00:00,SATURDAY ,201811,20184,2018,201847,201811,Nov 2018,20184,2018
2018-11-25 00:00:00,SUNDAY   ,201811,20184,2018,201848,201811,Nov 2018,20184,2018
2018-11-29 00:00:00,THURSDAY ,201811,20184,2018,201848,201811,Nov 2018,20184,2018
2018-11-30 00:00:00,FRIDAY   ,201811,20184,2018,201848,201811,Nov 2018,20184,2018
2018-12-02 00:00:00,SUNDAY   ,201812,20184,2018,201849,201812,Dec 2018,20184,2018
2018-12-04 00:00:00,TUESDAY  ,201812,20184,2018,201849,201812,Dec 2018,20184,2018
2018-12-05 00:00:00,WEDNESDAY,201812,20184,2018,201849,201812,Dec 2018,20184,2018
2018-12-07 00:00:00,FRIDAY   ,201812,20184,2018,201849,201812,Dec 2018,20184,2018
2018-12-10 00:00:00,MONDAY   ,201812,20184,2018,201850,201812,Dec 2018,20184,2018
2018-12-11 00:00:00,TUESDAY  ,201812,20184,2018,201850,201812,Dec 2018,20184,2018
2018-12-12 00:00:00,WEDNESDAY,201812,20184,2018,201850,201812,Dec 2018,20184,2018
2018-12-14 00:00:00,FRIDAY   ,201812,20184,2018,201850,201812,Dec 2018,20184,2018
2018-12-16 00:00:00,SUNDAY   ,201812,20184,2018,201851,201812,Dec 2018,20184,2018
2018-12-17 00:00:00,MONDAY   ,201812,20184,2018,201851,201812,Dec 2018,20184,2018
2018-12-18 00:00:00,TUESDAY  ,201812,20184,2018,201851,201812,Dec 2018,20184,2018
2018-12-19 00:00:00,WEDNESDAY,201812,20184,2018,201851,201812,Dec 2018,20184,2018
2018-12-23 00:00:00,SUNDAY   ,201812,20184,2018,201852,201812,Dec 2018,20184,2018
2018-12-25 00:00:00,TUESDAY  ,201812,20184,2018,201852,201812,Dec 2018,20184,2018
2018-12-26 00:00:00,WEDNESDAY,201812,20184,2018,201852,201812,Dec 2018,20184,2018
2018-12-27 00:00:00,THURSDAY ,201812,20184,2018,201852,201812,Dec 2018,20184,2018
2018-12-30 00:00:00,SUNDAY   ,201812,20184,2018,201853,201812,Dec 2018,20184,2018
2019-01-02 00:00:00,WEDNESDAY,201901,20191,2019,201853,201812,Dec 2018,20184,2018
2019-01-03 00:00:00,THURSDAY ,201901,20191,2019,201853,201812,Dec 2018,20184,2018
2019-01-06 00:00:00,SUNDAY   ,201901,20191,2019,201901,201901,Jan 2019,20191,2019
2019-01-10 00:00:00,THURSDAY ,201901,20191,2019,201901,201901,Jan 2019,20191,2019
2019-01-13 00:00:00,SUNDAY   ,201901,20191,2019,201902,201901,Jan 2019,20191,2019
2019-01-14 00:00:00,MONDAY   ,201901,20191,2019,201902,201901,Jan 2019,20191,2019
2019-01-15 00:00:00,TUESDAY  ,201901,20191,2019,201902,201901,Jan 2019,20191,2019
2019-01-17 00:00:00,THURSDAY ,201901,20191,2019,201902,201901,Jan 2019,20191,2019
2019-01-19 00:00:00,SATURDAY ,201901,20191,2019,201902,201901,Jan 2019,20191,2019
2019-01-20 00:00:00,SUNDAY   ,201901,20191,2019,201903,201901,Jan 2019,20191,2019
2019-01-23 00:00:00,WEDNESDAY,201901,20191,2019,201903,201901,Jan 2019,20191,2019
2019-01-24 00:00:00,THURSDAY ,201901,20191,2019,201903,201901,Jan 2019,20191,2019
2019-01-25 00:00:00,FRIDAY   ,201901,20191,2019,201903,201901,Jan 2019,20191,2019
2019-01-27 00:00:00,SUNDAY   ,201901,20191,2019,201904,201901,Jan 2019,20191,2019
2019-01-28 00:00:00,MONDAY   ,201901,20191,2019,201904,201901,Jan 2019,20191,2019
2019-01-30 00:00:00,WEDNESDAY,201901,20191,2019,201904,201901,Jan 2019,20191,2019
2019-01-31 00:00:00,THURSDAY ,201901,20191,2019,201904,201901,Jan 2019,20191,2019
2019-02-03 00:00:00,SUNDAY   ,201902,20191,2019,201905,201902,Feb 2019,20191,2019
2019-02-06 00:00:00,WEDNESDAY,201902,20191,2019,201905,201902,Feb 2019,20191,2019
2019-02-07 00:00:00,THURSDAY ,201902,20191,2019,201905,201902,Feb 2019,20191,2019
2019-02-08 00:00:00,FRIDAY   ,201902,20191,2019,201905,201902,Feb 2019,20191,2019
2019-02-09 00:00:00,SATURDAY ,201902,20191,2019,201905,201902,Feb 2019,20191,2019
2019-02-12 00:00:00,TUESDAY  ,201902,20191,2019,201906,201902,Feb 2019,20191,2019
2019-02-14 00:00:00,THURSDAY ,201902,20191,2019,201906,201902,Feb 2019,20191,2019
2019-02-15 00:00:00,FRIDAY   ,201902,20191,2019,201906,201902,Feb 2019,20191,2019
2019-02-16 00:00:00,SATURDAY ,201902,20191,2019,201906,201902,Feb 2019,20191,2019
2019-02-17 00:00:00,SUNDAY   ,201902,20191,2019,201907,201902,Feb 2019,20191,2019
2019-02-18 00:00:00,MONDAY   ,201902,20191,2019,201907,201902,Feb 2019,20191,2019
2019-02-21 00:00:00,THURSDAY ,201902,20191,2019,201907,201902,Feb 2019,20191,2019
2019-02-25 00:00:00,MONDAY   ,201902,20191,2019,201908,201902,Feb 2019,20191,2019
2019-02-26 00:00:00,TUESDAY  ,201902,20191,2019,201908,201902,Feb 2019,20191,2019
2019-02-27 00:00:00,WEDNESDAY,201902,20191,2019,201908,201902,Feb 2019,20191,2019
2019-03-01 00:00:00,FRIDAY   ,201903,20191,2019,201908,201902,Feb 2019,20191,2019
2019-03-02 00:00:00,SATURDAY ,201903,20191,2019,201908,201902,Feb 2019,20191,2019
2019-03-03 00:00:00,SUNDAY   ,201903,20191,2019,201909,201903,Mar 2019,20191,2019
2019-03-05 00:00:00,TUESDAY  ,201903,20191,2019,201909,201903,Mar 2019,20191,2019
2019-03-07 00:00:00,THURSDAY ,201903,20191,2019,201909,201903,Mar 2019,20191,2019
2019-03-08 00:00:00,FRIDAY   ,201903,20191,2019,201909,201903,Mar 2019,20191,2019
2019-03-12 00:00:00,TUESDAY  ,201903,20191,2019,201910,201903,Mar 2019,20191,2019
2019-03-13 00:00:00,WEDNESDAY,201903,20191,2019,201910,201903,Mar 2019,20191,2019
2019-03-14 00:00:00,THURSDAY ,201903,20191,2019,201910,201903,Mar 2019,20191,2019
2019-03-16 00:00:00,SATURDAY ,201903,20191,2019,201910,201903,Mar 2019,20191,2019
2019-03-17 00:00:00,SUNDAY   ,201903,20191,2019,201911,201903,Mar 2019,20191,2019
2019-03-19 00:00:00,TUESDAY  ,201903,20191,2019,201911,201903,Mar 2019,20191,2019
2019-03-21 00:00:00,THURSDAY ,201903,20191,2019,201911,201903,Mar 2019,20191,2019
2019-03-23 00:00:00,SATURDAY ,201903,20191,2019,201911,201903,Mar 2019,20191,2019
2019-03-24 00:00:00,SUNDAY   ,201903,20191,2019,201912,201903,Mar 2019,20191,2019
2019-03-25 00:00:00,MONDAY   ,201903,20191,2019,201912,201903,Mar 2019,20191,2019
2019-03-27 00:00:00,WEDNESDAY,201903,20191,2019,201912,201903,Mar 2019,20191,2019
2019-03-28 00:00:00,THURSDAY ,201903,20191,2019,201912,201903,Mar 2019,20191,2019
2019-03-29 00:00:00,FRIDAY   ,201903,20191,2019,201912,201903,Mar 2019,20191,2019
2019-03-31 00:00:00,SUNDAY   ,201903,20191,2019,201913,201903,Mar 2019,20191,2019
2019-04-01 00:00:00,MONDAY   ,201904,20192,2019,201913,201903,Mar 2019,20191,2019
2019-04-04 00:00:00,THURSDAY ,201904,20192,2019,201913,201903,Mar 2019,20191,2019
2017-01-01 00:00:00,SUNDAY   ,201701,20171,2017,201701,201701,Jan 2017,20171,2017
2017-01-02 00:00:00,MONDAY   ,201701,20171,2017,201701,201701,Jan 2017,20171,2017
2017-01-03 00:00:00,TUESDAY  ,201701,20171,2017,201701,201701,Jan 2017,20171,2017
2017-01-05 00:00:00,THURSDAY ,201701,20171,2017,201701,201701,Jan 2017,20171,2017
2017-01-07 00:00:00,SATURDAY ,201701,20171,2017,201701,201701,Jan 2017,20171,2017
2017-01-08 00:00:00,SUNDAY   ,201701,20171,2017,201702,201701,Jan 2017,20171,2017
2017-01-10 00:00:00,TUESDAY  ,201701,20171,2017,201702,201701,Jan 2017,20171,2017
2017-01-11 00:00:00,WEDNESDAY,201701,20171,2017,201702,201701,Jan 2017,20171,2017
2017-01-13 00:00:00,FRIDAY   ,201701,20171,2017,201702,201701,Jan 2017,20171,2017
2017-01-14 00:00:00,SATURDAY ,201701,20171,2017,201702,201701,Jan 2017,20171,2017
2017-01-15 00:00:00,SUNDAY   ,201701,20171,2017,201703,201701,Jan 2017,20171,2017
2017-01-16 00:00:00,MONDAY   ,201701,20171,2017,201703,201701,Jan 2017,20171,2017
2017-01-20 00:00:00,FRIDAY   ,201701,20171,2017,201703,201701,Jan 2017,20171,2017
2017-01-21 00:00:00,SATURDAY ,201701,20171,2017,201703,201701,Jan 2017,20171,2017
2017-01-25 00:00:00,WEDNESDAY,201701,20171,2017,201704,201701,Jan 2017,20171,2017
2017-01-26 00:00:00,THURSDAY ,201701,20171,2017,201704,201701,Jan 2017,20171,2017
2017-01-28 00:00:00,SATURDAY ,201701,20171,2017,201704,201701,Jan 2017,20171,2017
2017-01-29 00:00:00,SUNDAY   ,201701,20171,2017,201705,201702,Feb 2017,20171,2017
2017-01-31 00:00:00,TUESDAY  ,201701,20171,2017,201705,201702,Feb 2017,20171,2017
2017-02-03 00:00:00,FRIDAY   ,201702,20171,2017,201705,201702,Feb 2017,20171,2017
2017-02-04 00:00:00,SATURDAY ,201702,20171,2017,201705,201702,Feb 2017,20171,2017
